"","entrezgene_id","ensembl_gene_id","hgnc_symbol","ensembl_transcript_id"
"11168",22870,"ENSG00000105063","PPP6R1","ENST00000592242"
"11169",3980,"ENSG00000005156","LIG3","ENST00000592244"
"11170",55094,"ENSG00000076650","GPATCH1","ENST00000592262"
"11171",8498,"ENSG00000031823","RANBP3","ENST00000592266"
"11172",114804,"ENSG00000141576","RNF157","ENST00000592271"
"11173",7772,"ENSG00000278318","ZNF229","ENST00000592308"
"11174",2648,"ENSG00000108773","KAT2A","ENST00000592310"
"11175",83855,"ENSG00000129911","KLF16","ENST00000592313"
"11176",162394,"ENSG00000166750","SLFN5","ENST00000592325"
"11177",51,"ENSG00000161533","ACOX1","ENST00000592329"
"11178",124808,"ENSG00000180329","CCDC43","ENST00000592333"
"11179",5874,"ENSG00000041353","RAB27B","ENST00000592334"
"11180",163175,"ENSG00000153902","LGI4","ENST00000592346"
"11181",5608,"ENSG00000108984","MAP2K6","ENST00000592348"
"11182",7768,"ENSG00000256294","ZNF225","ENST00000592360"
"11183",84902,"ENSG00000121289","CEP89","ENST00000592401"
"11184",51320,"ENSG00000176624","MEX3C","ENST00000592416"
"11185",1837,"ENSG00000134769","DTNA","ENST00000592449"
"11186",4669,"ENSG00000108784","NAGLU","ENST00000592454"
"11187",9144,"ENSG00000108639","SYNGR2","ENST00000592456"
"11188",8666,"ENSG00000130811","EIF3G","ENST00000592485"
"11189",92283,"ENSG00000197808","ZNF461","ENST00000592496"
"11190",9267,"ENSG00000108669","CYTH1","ENST00000592497"
"11191",78992,"ENSG00000130733","YIPF2","ENST00000592505"
"11192",10610,"ENSG00000070731","ST6GALNAC2","ENST00000592508"
"11193",284086,"ENSG00000160602","NEK8","ENST00000592510"
"11194",29911,"ENSG00000095066","HOOK2","ENST00000592512"
"11195",80700,"ENSG00000167671","UBXN6","ENST00000592515"
"11196",10498,"ENSG00000142453","CARM1","ENST00000592516"
"11197",81890,"ENSG00000213339","QTRT1","ENST00000592531"
"11198",6294,"ENSG00000160633","SAFB","ENST00000592555"
"11199",284069,"ENSG00000161682","FAM171A2","ENST00000592560"
"11200",57690,"ENSG00000078687","TNRC6C","ENST00000592566"
"11201",27338,"ENSG00000108106","UBE2S","ENST00000592570"
"11202",5434,"ENSG00000099817","POLR2E","ENST00000592597"
"11203",55621,"ENSG00000104907","TRMT1","ENST00000592606"
"11204",55658,"ENSG00000070423","RNF126","ENST00000592626"
"11205",400684,"ENSG00000267213","DPY19L3-DT","ENST00000592680"
"11206",3383,"ENSG00000090339","ICAM1","ENST00000592686"
"11207",124790,"ENSG00000168517","HEXIM2","ENST00000592695"
"11208",8907,"ENSG00000072958","AP1M1","ENST00000592703"
"11209",81926,"ENSG00000129968","ABHD17A","ENST00000592757"
"11210",54814,"ENSG00000011478","QPCTL","ENST00000592769"
"11211",23558,"ENSG00000132471","WBP2","ENST00000592802"
"11212",54757,"ENSG00000108950","FAM20A","ENST00000592847"
"11213",404037,"ENSG00000187664","HAPLN4","ENST00000592862"
"11214",5442,"ENSG00000099821","POLRMT","ENST00000592863"
"11215",24139,"ENSG00000125746","EML2","ENST00000592901"
"11216",162417,"ENSG00000161653","NAGS","ENST00000592915"
"11217",5585,"ENSG00000123143","PKN1","ENST00000592960"
"11218",53615,"ENSG00000071655","MBD3","ENST00000592965"
"11219",47,"ENSG00000131473","ACLY","ENST00000592970"
"11220",4218,"ENSG00000167461","RAB8A","ENST00000592971"
"11221",80054,"ENSG00000267296","CEBPA-DT","ENST00000592982"
"11222",126393,"ENSG00000004776","HSPB6","ENST00000592984"
"11223",753,"ENSG00000168675","LDLRAD4","ENST00000592991"
"11224",79863,"ENSG00000101546","RBFA","ENST00000593019"
"11225",997,"ENSG00000099804","CDC34","ENST00000593036"
"11226",4616,"ENSG00000099860","GADD45B","ENST00000593043"
"11227",84337,"ENSG00000130165","ELOF1","ENST00000593077"
"11228",79651,"ENSG00000129667","RHBDF2","ENST00000593103"
"11229",386758,"ENSG00000267454","ZNF582-DT","ENST00000593109"
"11230",2696,"ENSG00000010310","GIPR","ENST00000593127"
"11231",7572,"ENSG00000172466","ZNF24","ENST00000593130"
"11232",147948,"ENSG00000018869","ZNF582","ENST00000593145"
"11233",90580,"ENSG00000142444","TIMM29","ENST00000593162"
"11234",5184,"ENSG00000124299","PEPD","ENST00000593163"
"11235",2670,"ENSG00000131095","GFAP","ENST00000593179"
"11236",113177,"ENSG00000099840","IZUMO4","ENST00000593185"
"11237",115950,"ENSG00000161914","ZNF653","ENST00000593191"
"11238",57614,"ENSG00000134444","RELCH","ENST00000593217"
"11239",23556,"ENSG00000197563","PIGN","ENST00000593225"
"11240",28974,"ENSG00000104979","C19orf53","ENST00000593274"
"11241",256949,"ENSG00000186994","KANK3","ENST00000593331"
"11242",51070,"ENSG00000142546","NOSIP","ENST00000593345"
"11243",25865,"ENSG00000105287","PRKD2","ENST00000593363"
"11244",57662,"ENSG00000076826","CAMSAP3","ENST00000593434"
"11245",1725,"ENSG00000095059","DHPS","ENST00000593473"
"11246",57333,"ENSG00000142552","RCN3","ENST00000593483"
"11247",100996763,"ENSG00000286019","NOTCH2NLB","ENST00000593495"
"11248",199731,"ENSG00000105767","CADM4","ENST00000593506"
"11249",558,"ENSG00000167601","AXL","ENST00000593513"
"11250",56915,"ENSG00000077348","EXOSC5","ENST00000593523"
"11251",81794,"ENSG00000142303","ADAMTS10","ENST00000593534"
"11252",4909,"ENSG00000225950","NTF4","ENST00000593537"
"11253",92960,"ENSG00000104883","PEX11G","ENST00000593547"
"11254",25804,"ENSG00000130520","LSM4","ENST00000593564"
"11255",163131,"ENSG00000128000","ZNF780B","ENST00000593605"
"11256",10998,"ENSG00000083807","SLC27A5","ENST00000593745"
"11257",54938,"ENSG00000104835","SARS2","ENST00000593754"
"11258",9040,"ENSG00000130725","UBE2M","ENST00000593801"
"11259",29944,"ENSG00000183837","PNMA3","ENST00000593810"
"11260",79709,"ENSG00000130309","COLGALT1","ENST00000593832"
"11261",1613,"ENSG00000167657","DAPK3","ENST00000593844"
"11262",126433,"ENSG00000161243","FBXO27","ENST00000593847"
"11263",57479,"ENSG00000126464","PRR12","ENST00000593853"
"11264",29785,"ENSG00000167600","CYP2S1","ENST00000593890"
"11265",148156,"ENSG00000167785","ZNF558","ENST00000593891"
"11266",79147,"ENSG00000181027","FKRP","ENST00000593902"
"11267",374920,"ENSG00000185453","ZSWIM9","ENST00000593921"
"11268",25799,"ENSG00000083812","ZNF324","ENST00000593925"
"11269",2109,"ENSG00000105379","ETFB","ENST00000593992"
"11270",64857,"ENSG00000090924","PLEKHG2","ENST00000594124"
"11271",84954,"ENSG00000008382","MPND","ENST00000594162"
"11272",79575,"ENSG00000127220","ABHD8","ENST00000594194"
"11273",388569,"ENSG00000249471","ZNF324B","ENST00000594214"
"11274",9230,"ENSG00000185236","RAB11B","ENST00000594216"
"11275",54922,"ENSG00000105538","RASIP1","ENST00000594232"
"11276",23309,"ENSG00000127511","SIN3B","ENST00000594235"
"11277",8398,"ENSG00000184381","PLA2G6","ENST00000594306"
"11278",51548,"ENSG00000077463","SIRT6","ENST00000594341"
"11279",353088,"ENSG00000197013","ZNF429","ENST00000594385"
"11280",55850,"ENSG00000053501","USE1","ENST00000594399"
"11281",27106,"ENSG00000105643","ARRDC2","ENST00000594411"
"11282",79187,"ENSG00000105255","FSD1","ENST00000594438"
"11283",10147,"ENSG00000064607","SUGP2","ENST00000594445"
"11284",79016,"ENSG00000130311","DDA1","ENST00000594501"
"11285",284361,"ENSG00000161671","EMC10","ENST00000594508"
"11286",7515,"ENSG00000073050","XRCC1","ENST00000594511"
"11287",7311,"ENSG00000221983","UBA52","ENST00000594527"
"11288",2901,"ENSG00000105737","GRIK5","ENST00000594528"
"11289",126133,"ENSG00000161618","ALDH16A1","ENST00000594549"
"11290",65982,"ENSG00000121413","ZSCAN18","ENST00000594567"
"11291",8497,"ENSG00000143847","PPFIA4","ENST00000594572"
"11292",84449,"ENSG00000160961","ZNF333","ENST00000594592"
"11293",10945,"ENSG00000105438","KDELR1","ENST00000594643"
"11294",100506012,"ENSG00000291145","","ENST00000594701"
"11295",25789,"ENSG00000105696","TMEM59L","ENST00000594709"
"11296",751071,"ENSG00000214756","CSKMT","ENST00000594728"
"11297",93343,"ENSG00000141971","MVB12A","ENST00000594784"
"11298",4294,"ENSG00000130758","MAP3K10","ENST00000594791"
"11299",83596,"ENSG00000126453","BCL2L12","ENST00000594793"
"11300",51257,"ENSG00000099785","MARCHF2","ENST00000594796"
"11301",170959,"ENSG00000196705","ZNF431","ENST00000594821"
"11302",51129,"ENSG00000167772","ANGPTL4","ENST00000594875"
"11303",1938,"ENSG00000167658","EEF2","ENST00000594885"
"11304",100293516,"ENSG00000269343","ZNF587B","ENST00000594901"
"11305",28968,"ENSG00000063127","SLC6A16","ENST00000594917"
"11306",9518,"ENSG00000130513","GDF15","ENST00000594925"
"11307",58491,"ENSG00000197951","ZNF71","ENST00000594944"
"11308",9524,"ENSG00000099797","TECR","ENST00000594958"
"11309",81857,"ENSG00000104973","MED25","ENST00000594998"
"11310",10856,"ENSG00000183207","RUVBL2","ENST00000595002"
"11311",79177,"ENSG00000124444","ZNF576","ENST00000595041"
"11312",4854,"ENSG00000074181","NOTCH3","ENST00000595045"
"11313",112398,"ENSG00000269858","EGLN2","ENST00000595051"
"11314",55049,"ENSG00000006015","REX1BD","ENST00000595077"
"11315",170961,"ENSG00000089847","ANKRD24","ENST00000595096"
"11316",400713,"ENSG00000221923","ZNF880","ENST00000595099"
"11317",284370,"ENSG00000197619","ZNF615","ENST00000595114"
"11318",23474,"ENSG00000105755","ETHE1","ENST00000595115"
"11319",10782,"ENSG00000171606","ZNF274","ENST00000595146"
"11320",3270,"ENSG00000130528","HRC","ENST00000595167"
"11321",84705,"ENSG00000130299","GTPBP3","ENST00000595194"
"11322",339327,"ENSG00000187187","ZNF546","ENST00000595225"
"11323",8463,"ENSG00000074219","TEAD2","ENST00000595233"
"11324",58506,"ENSG00000126461","SCAF1","ENST00000595242"
"11325",342926,"ENSG00000197928","ZNF677","ENST00000595293"
"11326",126299,"ENSG00000131116","ZNF428","ENST00000595304"
"11327",23211,"ENSG00000130749","ZC3H4","ENST00000595341"
"11328",10270,"ENSG00000105127","AKAP8","ENST00000595416"
"11329",1994,"ENSG00000066044","ELAVL1","ENST00000595499"
"11330",7644,"ENSG00000167232","ZNF91","ENST00000595533"
"11331",55011,"ENSG00000104872","PIH1D1","ENST00000595550"
"11332",54858,"ENSG00000130517","PGPEP1","ENST00000595552"
"11333",162972,"ENSG00000251369","ZNF550","ENST00000595560"
"11334",23370,"ENSG00000104880","ARHGEF18","ENST00000595600"
"11335",57731,"ENSG00000160460","SPTBN4","ENST00000595690"
"11336",126119,"ENSG00000161677","JOSD2","ENST00000595718"
"11337",162968,"ENSG00000174586","ZNF497","ENST00000595763"
"11338",51171,"ENSG00000087076","HSD17B14","ENST00000595764"
"11339",90576,"ENSG00000196466","ZNF799","ENST00000595766"
"11340",9138,"ENSG00000076928","ARHGEF1","ENST00000595770"
"11341",11100,"ENSG00000105323","HNRNPUL1","ENST00000595806"
"11342",90075,"ENSG00000168661","ZNF30","ENST00000595818"
"11343",440515,"ENSG00000081665","ZNF506","ENST00000595825"
"11344",58513,"ENSG00000127527","EPS15L1","ENST00000595845"
"11345",2077,"ENSG00000105722","ERF","ENST00000595941"
"11346",93323,"ENSG00000131351","HAUS8","ENST00000595958"
"11347",126003,"ENSG00000181029","TRAPPC5","ENST00000595985"
"11348",56005,"ENSG00000074842","MYDGF","ENST00000596031"
"11349",7593,"ENSG00000099326","MZF1","ENST00000596039"
"11350",10715,"ENSG00000223802","CERS1","ENST00000596048"
"11351",55786,"ENSG00000170954","ZNF415","ENST00000596051"
"11352",770,"ENSG00000063180","CA11","ENST00000596080"
"11353",90233,"ENSG00000204519","ZNF551","ENST00000596085"
"11354",91661,"ENSG00000196417","ZNF765","ENST00000596086"
"11355",115098,"ENSG00000007080","CCDC124","ENST00000596123"
"11356",56949,"ENSG00000076924","XAB2","ENST00000596134"
"11357",139065,"ENSG00000179542","SLITRK4","ENST00000596188"
"11358",162967,"ENSG00000182986","ZNF320","ENST00000596215"
"11359",5424,"ENSG00000062822","POLD1","ENST00000596221"
"11360",51659,"ENSG00000131153","GINS2","ENST00000596233"
"11361",51293,"ENSG00000167775","CD320","ENST00000596246"
"11362",55095,"ENSG00000179134","SAMD4B","ENST00000596271"
"11363",55588,"ENSG00000063322","MED29","ENST00000596297"
"11364",55713,"ENSG00000198185","ZNF334","ENST00000596323"
"11365",79934,"ENSG00000123815","COQ8B","ENST00000596357"
"11366",90338,"ENSG00000170949","ZNF160","ENST00000596388"
"11367",23094,"ENSG00000105738","SIPA1L3","ENST00000596403"
"11368",84914,"ENSG00000198466","ZNF587","ENST00000596433"
"11369",163227,"ENSG00000197020","ZNF100","ENST00000596452"
"11370",29946,"ENSG00000167565","SERTAD3","ENST00000596456"
"11371",55702,"ENSG00000105248","YJU2","ENST00000596496"
"11372",54555,"ENSG00000105671","DDX49","ENST00000596502"
"11373",646817,"ENSG00000230667","SETSIP","ENST00000596516"
"11374",6618,"ENSG00000104976","SNAPC2","ENST00000596520"
"11375",100289341,"ENSG00000268996","MAN1B1-DT","ENST00000596585"
"11376",388559,"ENSG00000213793","ZNF888","ENST00000596623"
"11377",22809,"ENSG00000169136","ATF5","ENST00000596658"
"11378",56935,"ENSG00000166002","SMCO4","ENST00000596676"
"11379",65251,"ENSG00000198093","ZNF649","ENST00000596690"
"11380",84878,"ENSG00000119574","ZBTB45","ENST00000596739"
"11381",10597,"ENSG00000256060","TRAPPC2B","ENST00000596755"
"11382",81856,"ENSG00000213020","ZNF611","ENST00000596776"
"11383",100129842,"ENSG00000237440","ZNF737","ENST00000596797"
"11384",284439,"ENSG00000181035","SLC25A42","ENST00000596819"
"11385",55295,"ENSG00000167487","KLHL26","ENST00000596843"
"11386",10328,"ENSG00000131148","EMC8","ENST00000596852"
"11387",6626,"ENSG00000077312","SNRPA","ENST00000596860"
"11388",2063,"ENSG00000160113","NR2F6","ENST00000596878"
"11389",8178,"ENSG00000105656","ELL","ENST00000596915"
"11390",587,"ENSG00000105552","BCAT2","ENST00000596981"
"11391",80271,"ENSG00000086544","ITPKC","ENST00000597003"
"11392",91039,"ENSG00000142002","DPP9","ENST00000597024"
"11393",56927,"ENSG00000125734","GPR108","ENST00000597043"
"11394",2014,"ENSG00000142227","EMP3","ENST00000597057"
"11395",79784,"ENSG00000105357","MYH14","ENST00000597072"
"11396",90649,"ENSG00000256229","ZNF486","ENST00000597083"
"11397",7376,"ENSG00000131408","NR1H2","ENST00000597085"
"11398",126129,"ENSG00000169169","CPT1C","ENST00000597099"
"11399",8775,"ENSG00000105402","NAPA","ENST00000597160"
"11400",3661,"ENSG00000126456","IRF3","ENST00000597180"
"11401",10908,"ENSG00000032444","PNPLA6","ENST00000597202"
"11402",140467,"ENSG00000198816","ZNF358","ENST00000597229"
"11403",84518,"ENSG00000105427","CNFN","ENST00000597255"
"11404",79085,"ENSG00000125648","SLC25A23","ENST00000597307"
"11405",54795,"ENSG00000130529","TRPM4","ENST00000597316"
"11406",100507567,"ENSG00000269386","RAB11B-AS1","ENST00000597407"
"11407",1175,"ENSG00000042753","AP2S1","ENST00000597421"
"11408",51599,"ENSG00000105699","LSR","ENST00000597446"
"11409",7040,"ENSG00000105329","TGFB1","ENST00000597453"
"11410",56961,"ENSG00000105251","SHD","ENST00000597466"
"11411",284306,"ENSG00000152433","ZNF547","ENST00000597567"
"11412",147694,"ENSG00000188785","ZNF548","ENST00000597576"
"11413",116412,"ENSG00000152475","ZNF837","ENST00000597582"
"11414",55101,"ENSG00000105341","DMAC2","ENST00000597608"
"11415",8570,"ENSG00000088247","KHSRP","ENST00000597704"
"11416",53635,"ENSG00000104960","PTOV1","ENST00000597730"
"11417",730051,"ENSG00000204514","ZNF814","ENST00000597807"
"11418",645,"ENSG00000090013","BLVRB","ENST00000597870"
"11419",27231,"ENSG00000077009","NMRK2","ENST00000597889"
"11420",116115,"ENSG00000167625","ZNF526","ENST00000597945"
"11421",80110,"ENSG00000142556","ZNF614","ENST00000597952"
"11422",55260,"ENSG00000161558","TMEM143","ENST00000598012"
"11423",6510,"ENSG00000105281","SLC1A5","ENST00000598022"
"11424",126432,"ENSG00000187994","RINL","ENST00000598048"
"11425",2217,"ENSG00000104870","FCGRT","ENST00000598076"
"11426",286527,"ENSG00000269226","TMSB15C","ENST00000598087"
"11427",54623,"ENSG00000006712","PAF1","ENST00000598127"
"11428",8425,"ENSG00000090006","LTBP4","ENST00000598166"
"11429",55769,"ENSG00000167766","ZNF83","ENST00000598190"
"11430",162989,"ENSG00000160570","DEDD2","ENST00000598200"
"11431",6455,"ENSG00000141985","SH3GL1","ENST00000598219"
"11432",1762,"ENSG00000185800","DMWD","ENST00000598237"
"11433",29997,"ENSG00000105373","NOP53","ENST00000598285"
"11434",348327,"ENSG00000183647","ZNF530","ENST00000598297"
"11435",10155,"ENSG00000130726","TRIM28","ENST00000598355"
"11436",100505761,"ENSG00000269609","C10orf95-AS1","ENST00000598368"
"11437",162966,"ENSG00000189190","ZNF600","ENST00000598369"
"11438",6223,"ENSG00000105372","RPS19","ENST00000598399"
"11439",79788,"ENSG00000197497","ZNF665","ENST00000598440"
"11440",94027,"ENSG00000196337","CGB7","ENST00000598442"
"11441",9668,"ENSG00000256087","ZNF432","ENST00000598446"
"11442",84436,"ENSG00000167555","ZNF528","ENST00000598479"
"11443",8605,"ENSG00000105499","PLA2G4C","ENST00000598488"
"11444",56848,"ENSG00000063176","SPHK2","ENST00000598574"
"11445",2962,"ENSG00000125651","GTF2F1","ENST00000598607"
"11446",10382,"ENSG00000104833","TUBB4A","ENST00000598635"
"11447",27113,"ENSG00000105327","BBC3","ENST00000598636"
"11448",11133,"ENSG00000118162","KPTN","ENST00000598699"
"11449",51398,"ENSG00000105583","WDR83OS","ENST00000598732"
"11450",57343,"ENSG00000131845","ZNF304","ENST00000598744"
"11451",9253,"ENSG00000105245","NUMBL","ENST00000598759"
"11452",25888,"ENSG00000142528","ZNF473","ENST00000598802"
"11453",25796,"ENSG00000130313","PGLS","ENST00000598811"
"11454",9322,"ENSG00000125733","TRIP10","ENST00000598843"
"11455",131965,"ENSG00000206562","METTL6","ENST00000598878"
"11456",56006,"ENSG00000105771","SMG9","ENST00000598886"
"11457",163071,"ENSG00000178150","ZNF114","ENST00000598898"
"11458",114783,"ENSG00000142235","LMTK3","ENST00000598924"
"11459",10172,"ENSG00000152454","ZNF256","ENST00000598928"
"11460",100130086,"ENSG00000268738","HSFX2","ENST00000598963"
"11461",84258,"ENSG00000213023","SYT3","ENST00000598997"
"11462",84671,"ENSG00000197937","ZNF347","ENST00000599096"
"11463",9454,"ENSG00000051128","HOMER3","ENST00000599097"
"11464",2091,"ENSG00000105202","FBL","ENST00000599134"
"11465",7691,"ENSG00000131849","ZNF132","ENST00000599148"
"11466",171392,"ENSG00000197372","ZNF675","ENST00000599168"
"11467",10567,"ENSG00000105404","RABAC1","ENST00000599219"
"11468",6193,"ENSG00000083845","RPS5","ENST00000599232"
"11469",91120,"ENSG00000197124","ZNF682","ENST00000599240"
"11470",147687,"ENSG00000173480","ZNF417","ENST00000599251"
"11471",59348,"ENSG00000256683","ZNF350","ENST00000599258"
"11472",79603,"ENSG00000090661","CERS4","ENST00000599275"
"11473",6813,"ENSG00000076944","STXBP2","ENST00000599278"
"11474",2909,"ENSG00000160007","ARHGAP35","ENST00000599284"
"11475",10994,"ENSG00000105135","ILVBL","ENST00000599324"
"11476",10148,"ENSG00000105246","EBI3","ENST00000599339"
"11477",5605,"ENSG00000126934","MAP2K2","ENST00000599345"
"11478",80131,"ENSG00000171017","LRRC8E","ENST00000599367"
"11479",1760,"ENSG00000104936","DMPK","ENST00000599392"
"11480",284371,"ENSG00000197608","ZNF841","ENST00000599430"
"11481",101928649,"ENSG00000233937","","ENST00000599439"
"11482",284307,"ENSG00000171649","ZIK1","ENST00000599456"
"11483",79041,"ENSG00000072954","TMEM38A","ENST00000599479"
"11484",284443,"ENSG00000196268","ZNF493","ENST00000599517"
"11485",57469,"ENSG00000204851","PNMA8B","ENST00000599531"
"11486",10794,"ENSG00000197714","ZNF460","ENST00000599602"
"11487",9422,"ENSG00000083844","ZNF264","ENST00000599653"
"11488",170463,"ENSG00000130511","SSBP4","ENST00000599699"
"11489",6217,"ENSG00000105193","RPS16","ENST00000599705"
"11490",5143,"ENSG00000105650","PDE4C","ENST00000599754"
"11491",5050,"ENSG00000079462","PAFAH1B3","ENST00000599778"
"11492",1954,"ENSG00000105429","MEGF8","ENST00000599787"
"11493",23636,"ENSG00000213024","NUP62","ENST00000599830"
"11494",84266,"ENSG00000125652","ALKBH7","ENST00000599849"
"11495",641516,"ENSG00000267313","","ENST00000599934"
"11496",83743,"ENSG00000105447","GRWD1","ENST00000599949"
"11497",79891,"ENSG00000083814","ZNF671","ENST00000599961"
"11498",11316,"ENSG00000105669","COPE","ENST00000599964"
"11499",376497,"ENSG00000130304","SLC27A1","ENST00000599965"
"11500",284323,"ENSG00000197782","ZNF780A","ENST00000599972"
"11501",6320,"ENSG00000105472","CLEC11A","ENST00000599973"
"11502",10469,"ENSG00000104980","TIMM44","ENST00000600000"
"11503",90321,"ENSG00000196214","ZNF766","ENST00000600016"
"11504",7538,"ENSG00000128016","ZFP36","ENST00000600033"
"11505",9441,"ENSG00000105085","MED26","ENST00000600060"
"11506",79036,"ENSG00000105700","KXD1","ENST00000600099"
"11507",26093,"ENSG00000105321","CCDC9","ENST00000600117"
"11508",284325,"ENSG00000188493","ACTMAP","ENST00000600139"
"11509",6142,"ENSG00000105640","RPL18A","ENST00000600238"
"11510",4125,"ENSG00000104774","MAN2B1","ENST00000600281"
"11511",90317,"ENSG00000204611","ZNF616","ENST00000600282"
"11512",112703,"ENSG00000142530","GARIN5A","ENST00000600330"
"11513",10298,"ENSG00000130669","PAK4","ENST00000600350"
"11514",4861,"ENSG00000130751","NPAS1","ENST00000600352"
"11515",147686,"ENSG00000196724","ZNF418","ENST00000600353"
"11516",79735,"ENSG00000104946","TBC1D17","ENST00000600354"
"11517",94030,"ENSG00000131409","LRRC4B","ENST00000600381"
"11518",79818,"ENSG00000178935","ZNF552","ENST00000600397"
"11519",7728,"ENSG00000105497","ZNF175","ENST00000600460"
"11520",10437,"ENSG00000216490","IFI30","ENST00000600463"
"11521",3643,"ENSG00000171105","INSR","ENST00000600492"
"11522",148206,"ENSG00000160352","ZNF714","ENST00000600535"
"11523",9266,"ENSG00000105443","CYTH2","ENST00000600597"
"11524",3249,"ENSG00000105707","HPN","ENST00000600675"
"11525",5976,"ENSG00000005007","UPF1","ENST00000600689"
"11526",388567,"ENSG00000186230","ZNF749","ENST00000600697"
"11527",29888,"ENSG00000090372","STRN4","ENST00000600710"
"11528",57719,"ENSG00000074855","ANO8","ENST00000600711"
"11529",3191,"ENSG00000104824","HNRNPL","ENST00000600741"
"11530",718,"ENSG00000125730","C3","ENST00000600744"
"11531",27243,"ENSG00000130724","CHMP2A","ENST00000600804"
"11532",6829,"ENSG00000196235","SUPT5H","ENST00000600818"
"11533",79629,"ENSG00000099330","OCEL1","ENST00000600826"
"11534",100131801,"ENSG00000229833","PET100","ENST00000600836"
"11535",92609,"ENSG00000105197","TIMM50","ENST00000600878"
"11536",7693,"ENSG00000213762","ZNF134","ENST00000600883"
"11537",7392,"ENSG00000105698","USF2","ENST00000600898"
"11538",84330,"ENSG00000133250","ZNF414","ENST00000600906"
"11539",90324,"ENSG00000142039","CCDC97","ENST00000600918"
"11540",1,"ENSG00000121410","A1BG","ENST00000600966"
"11541",3727,"ENSG00000130522","JUND","ENST00000600972"
"11542",283237,"ENSG00000162222","TTC9C","ENST00000601045"
"11543",55201,"ENSG00000130479","MAP1S","ENST00000601097"
"11544",1628,"ENSG00000105516","DBP","ENST00000601104"
"11545",147660,"ENSG00000258405","ZNF578","ENST00000601120"
"11546",26993,"ENSG00000011243","AKAP8L","ENST00000601147"
"11547",3991,"ENSG00000079435","LIPE","ENST00000601189"
"11548",5704,"ENSG00000013275","PSMC4","ENST00000601194"
"11549",4701,"ENSG00000267855","NDUFA7","ENST00000601258"
"11550",84167,"ENSG00000105072","C19orf44","ENST00000601288"
"11551",6205,"ENSG00000142534","RPS11","ENST00000601306"
"11552",160,"ENSG00000196961","AP2A1","ENST00000601356"
"11553",374907,"ENSG00000177191","B3GNT8","ENST00000601379"
"11554",115290,"ENSG00000269190","FBXO17","ENST00000601394"
"11555",125875,"ENSG00000160318","CLDND2","ENST00000601435"
"11556",57536,"ENSG00000150477","KIAA1328","ENST00000601437"
"11557",51588,"ENSG00000105229","PIAS4","ENST00000601439"
"11558",55620,"ENSG00000178078","STAP2","ENST00000601482"
"11559",126298,"ENSG00000167378","IRGQ","ENST00000601520"
"11560",6237,"ENSG00000126458","RRAS","ENST00000601532"
"11561",51341,"ENSG00000178951","ZBTB7A","ENST00000601588"
"11562",80776,"ENSG00000123810","B9D2","ENST00000601597"
"11563",8189,"ENSG00000125755","SYMPK","ENST00000601600"
"11564",27151,"ENSG00000160111","CPAMD8","ENST00000601637"
"11565",653583,"ENSG00000176531","PHLDB3","ENST00000601646"
"11566",729440,"ENSG00000104983","CCDC61","ENST00000601763"
"11567",115704,"ENSG00000142459","EVI5L","ENST00000601766"
"11568",170958,"ENSG00000203326","ZNF525","ENST00000601790"
"11569",79898,"ENSG00000176024","ZNF613","ENST00000601794"
"11570",126272,"ENSG00000176401","EID2B","ENST00000601837"
"11571",147837,"ENSG00000188868","ZNF563","ENST00000601858"
"11572",5329,"ENSG00000011422","PLAUR","ENST00000601876"
"11573",79673,"ENSG00000181894","ZNF329","ENST00000601887"
"11574",23373,"ENSG00000105662","CRTC1","ENST00000601916"
"11575",23476,"ENSG00000141867","BRD4","ENST00000601941"
"11576",374928,"ENSG00000152439","ZNF773","ENST00000601958"
"11577",9149,"ENSG00000105204","DYRK1B","ENST00000601972"
"11578",90333,"ENSG00000204604","ZNF468","ENST00000601980"
"11579",7562,"ENSG00000182141","ZNF708","ENST00000602023"
"11580",51231,"ENSG00000105053","VRK3","ENST00000602029"
"11581",7565,"ENSG00000186272","ZNF17","ENST00000602050"
"11582",1891,"ENSG00000104823","ECH1","ENST00000602115"
"11583",256051,"ENSG00000121406","ZNF549","ENST00000602149"
"11584",6415,"ENSG00000178980","SELENOW","ENST00000602163"
"11585",100505812,"ENSG00000268001","CARD8-AS1","ENST00000602172"
"11586",162962,"ENSG00000196267","ZNF836","ENST00000602187"
"11587",85360,"ENSG00000105137","SYDE1","ENST00000602203"
"11588",4670,"ENSG00000099783","HNRNPM","ENST00000602219"
"11589",57192,"ENSG00000090674","MCOLN1","ENST00000602227"
"11590",92799,"ENSG00000160410","SHKBP1","ENST00000602239"
"11591",55228,"ENSG00000182013","PNMA8A","ENST00000602246"
"11592",29998,"ENSG00000063169","BICRA","ENST00000602258"
"11593",81559,"ENSG00000154370","TRIM11","ENST00000602308"
"11594",55892,"ENSG00000085274","MYNN","ENST00000602391"
"11595",55000,"ENSG00000253352","TUG1","ENST00000602393"
"11596",55206,"ENSG00000139697","SBNO1","ENST00000602398"
"11597",10092,"ENSG00000162704","ARPC5","ENST00000602490"
"11598",23028,"ENSG00000004487","KDM1A","ENST00000602503"
"11599",84080,"ENSG00000124074","ENKD1","ENST00000602531"
"11600",171220,"ENSG00000290712","","ENST00000602547"
"11601",90161,"ENSG00000171004","HS6ST2","ENST00000602570"
"11602",139201,"ENSG00000293351","","ENST00000602584"
"11603",51100,"ENSG00000097033","SH3GLB1","ENST00000602603"
